Clock,Number of Servers,Number of Servers in Use,Number of Requests
4764,16,16,378
4765,16,16,376
4766,16,16,376
4767,16,16,375
4768,16,16,375
4769,16,16,374
4770,16,16,374
4771,16,16,374
4772,16,16,374
4773,16,16,374
4774,16,16,375
4775,16,16,376
4776,16,16,376
4777,16,16,377
4778,16,16,376
4779,16,16,374
4780,16,16,374
4781,16,16,374
4782,16,16,374
4783,16,16,374
4784,16,16,373
4785,16,16,374
4786,16,16,374
4787,16,16,374
4788,16,16,376
4789,16,16,376
4790,16,16,376
4791,16,16,377
4792,16,16,377
4793,16,16,377
4794,16,16,377
4795,16,16,377
4796,16,16,378
4797,16,16,379
4798,16,16,379
4799,16,16,378
4800,16,16,378
4801,16,16,378
4802,16,16,377
4803,16,16,377
4804,16,16,377
4805,16,16,378
4806,16,16,378
4807,16,16,378
4808,16,16,378
4809,16,16,378
4810,16,16,378
4811,16,16,377
4812,16,16,376
4813,16,16,376
4814,16,16,376
4815,16,16,377
4816,16,16,377
4817,16,16,378
4818,16,16,378
4819,16,16,378
4820,16,16,378
4821,16,16,379
4822,16,16,379
4823,16,16,377
4824,16,16,377
4825,16,16,376
4826,16,16,376
4827,16,16,376
4828,16,16,376
4829,16,16,376
4830,16,16,377
4831,16,16,377
4832,16,16,377
4833,16,16,379
4834,16,16,379
4835,16,16,379
4836,16,16,378
4837,16,16,378
4838,16,16,378
4839,16,16,375
4840,16,16,375
4841,16,16,375
4842,16,16,377
4843,16,16,376
4844,16,16,376
4845,16,16,377
4846,16,16,377
4847,16,16,378
4848,16,16,379
4849,16,16,378
4850,16,16,378
4851,16,16,378
4852,16,16,378
4853,16,16,378
4854,16,16,378
4855,16,16,377
4856,16,16,377
4857,16,16,378
4858,16,16,378
4859,16,16,378
4860,16,16,378
4861,16,16,377
4862,16,16,378
4863,16,16,379
4864,16,16,379
4865,16,16,379
4866,16,16,379
4867,16,16,379
4868,16,16,379
4869,16,16,379
4870,16,16,379
4871,16,16,379
4872,16,16,379
4873,16,16,378
4874,16,16,378
4875,16,16,378
4876,16,16,376
4877,16,16,375
4878,16,16,375
4879,16,16,375
4880,16,16,375
4881,16,16,375
4882,16,16,375
4883,16,16,374
4884,16,16,373
4885,16,16,373
4886,16,16,374
4887,16,16,372
4888,16,16,371
4889,16,16,371
4890,16,16,370
4891,16,16,372
4892,16,16,372
4893,16,16,372
4894,16,16,372
4895,16,16,372
4896,16,16,372
4897,16,16,370
4898,16,16,369
4899,16,16,369
4900,16,16,369
4901,16,16,369
4902,16,16,369
4903,16,16,369
4904,16,16,369
4905,16,16,369
4906,16,16,367
4907,16,16,367
4908,16,16,366
4909,16,16,366
4910,16,16,366
4911,16,16,366
4912,16,16,366
4913,16,16,366
4914,16,16,369
4915,16,16,369
4916,16,16,369
4917,16,16,369
4918,16,16,368
4919,16,16,368
4920,16,16,368
4921,16,16,368
4922,16,16,368
4923,16,16,367
4924,16,16,367
4925,16,16,367
4926,16,16,366
4927,16,16,366
4928,16,16,366
4929,16,16,366
4930,16,16,366
4931,16,16,366
4932,16,16,366
4933,16,16,366
4934,16,16,365
4935,16,16,365
4936,16,16,364
4937,16,16,363
4938,16,16,363
4939,16,16,363
4940,16,16,365
4941,16,16,364
4942,16,16,365
4943,16,16,365
4944,16,16,364
4945,16,16,364
4946,16,16,364
4947,16,16,364
4948,16,16,363
4949,16,16,364
4950,16,16,367
4951,16,16,368
4952,16,16,367
4953,16,16,366
4954,16,16,366
4955,16,16,366
4956,16,16,367
4957,16,16,367
4958,16,16,366
4959,16,16,366
4960,16,16,367
4961,16,16,367
4962,16,16,367
4963,16,16,366
4964,16,16,367
4965,16,16,368
4966,16,16,367
4967,16,16,366
4968,16,16,366
4969,16,16,366
4970,16,16,366
4971,16,16,366
4972,16,16,366
4973,16,16,366
4974,16,16,366
4975,16,16,366
4976,16,16,366
4977,16,16,366
4978,16,16,366
4979,16,16,366
4980,16,16,366
4981,16,16,366
4982,16,16,366
4983,16,16,365
4984,16,16,364
4985,16,16,364
4986,16,16,366
4987,16,16,366
4988,16,16,367
4989,16,16,366
4990,16,16,367
4991,16,16,367
4992,16,16,368
4993,16,16,368
4994,16,16,368
4995,16,16,368
4996,16,16,367
4997,16,16,366
4998,16,16,366
4999,16,16,365
5000,16,16,366
5001,16,16,367
5002,16,16,367
5003,16,16,368
5004,16,16,367
5005,16,16,364
5006,16,16,364
5007,16,16,364
5008,16,16,364
5009,16,16,365
5010,16,16,365
5011,16,16,364
5012,16,16,366
5013,16,16,365
5014,16,16,366
5015,16,16,366
5016,16,16,367
5017,16,16,367
5018,16,16,367
5019,16,16,367
5020,16,16,367
5021,16,16,366
5022,16,16,366
5023,16,16,366
5024,16,16,365
5025,16,16,365
5026,16,16,366
5027,16,16,365
5028,16,16,365
5029,16,16,365
5030,16,16,365
5031,16,16,365
5032,16,16,365
5033,16,16,366
5034,16,16,365
5035,16,16,364
5036,16,16,366
5037,16,16,366
5038,16,16,366
5039,16,16,366
5040,16,16,366
5041,16,16,366
5042,16,16,367
5043,16,16,367
5044,16,16,367
5045,16,16,367
5046,16,16,367
5047,16,16,367
5048,16,16,367
5049,16,16,366
5050,16,16,368
5051,16,16,366
5052,16,16,366
5053,16,16,366
5054,16,16,366
5055,16,16,366
5056,16,16,365
5057,16,16,366
5058,16,16,366
5059,16,16,367
5060,16,16,368
5061,16,16,368
5062,16,16,368
5063,16,16,368
5064,16,16,368
5065,16,16,368
5066,16,16,368
5067,16,16,369
5068,16,16,371
5069,16,16,371
5070,16,16,371
5071,16,16,371
5072,16,16,371
5073,16,16,371
5074,16,16,371
5075,16,16,370
5076,16,16,369
5077,16,16,369
5078,16,16,369
5079,16,16,368
5080,16,16,368
5081,16,16,369
5082,16,16,369
5083,16,16,370
5084,16,16,369
5085,16,16,370
5086,16,16,370
5087,16,16,369
5088,16,16,369
5089,16,16,369
5090,16,16,369
5091,16,16,369
5092,16,16,369
5093,16,16,369
5094,16,16,368
5095,16,16,369
5096,16,16,370
5097,16,16,371
5098,16,16,370
5099,16,16,370
5100,16,16,372
5101,16,16,372
5102,16,16,372
5103,16,16,372
5104,16,16,372
5105,16,16,373
5106,16,16,373
5107,16,16,372
5108,16,16,372
5109,16,16,373
5110,16,16,374
5111,16,16,374
5112,16,16,375
5113,16,16,375
5114,16,16,374
5115,16,16,375
5116,16,16,375
5117,16,16,375
5118,16,16,378
5119,16,16,378
5120,16,16,378
5121,16,16,377
5122,16,16,376
5123,16,16,379
5124,16,16,380
5125,16,16,379
5126,16,16,379
5127,16,16,379
5128,16,16,377
5129,16,16,377
5130,16,16,378
5131,16,16,383
5132,16,16,384
5133,16,16,383
5134,16,16,383
5135,16,16,383
5136,16,16,383
5137,16,16,383
5138,16,16,383
5139,16,16,379
5140,16,16,379
5141,16,16,379
5142,16,16,379
5143,16,16,379
5144,16,16,379
5145,16,16,379
5146,16,16,379
5147,16,16,379
5148,16,16,379
5149,16,16,379
5150,16,16,379
5151,16,16,381
5152,16,16,381
5153,16,16,381
5154,16,16,381
5155,16,16,381
5156,16,16,380
5157,16,16,382
5158,16,16,382
5159,16,16,382
5160,16,16,381
5161,16,16,379
5162,16,16,378
5163,16,16,378
5164,16,16,378
5165,16,16,379
5166,16,16,378
5167,16,16,383
5168,16,16,382
5169,16,16,382
5170,16,16,382
5171,16,16,382
5172,16,16,381
5173,16,16,381
5174,16,16,381
5175,16,16,380
5176,16,16,381
5177,16,16,381
5178,16,16,380
5179,16,16,380
5180,16,16,381
5181,16,16,380
5182,16,16,380
5183,16,16,380
5184,16,16,380
5185,16,16,379
5186,16,16,378
5187,16,16,377
5188,16,16,377
5189,16,16,376
5190,16,16,377
5191,16,16,376
5192,16,16,376
5193,16,16,376
5194,16,16,377
5195,16,16,377
5196,16,16,378
5197,16,16,378
5198,16,16,378
5199,16,16,378
5200,16,16,378
5201,16,16,379
5202,16,16,380
5203,16,16,380
5204,16,16,383
5205,16,16,382
5206,16,16,382
5207,16,16,382
5208,16,16,381
5209,16,16,383
5210,16,16,383
5211,16,16,383
5212,16,16,383
5213,16,16,383
5214,16,16,383
5215,16,16,383
5216,16,16,383
5217,16,16,383
5218,16,16,383
5219,16,16,383
5220,16,16,383
5221,16,16,383
5222,16,16,383
5223,16,16,383
5224,16,16,384
5225,16,16,384
5226,16,16,384
5227,16,16,384
5228,16,16,383
5229,16,16,384
5230,16,16,388
5231,16,16,388
5232,16,16,388
5233,16,16,388
5234,16,16,388
5235,16,16,388
5236,16,16,388
5237,16,16,387
5238,16,16,387
5239,16,16,387
5240,16,16,386
5241,16,16,386
5242,16,16,386
5243,16,16,386
5244,16,16,386
5245,16,16,385
5246,16,16,385
5247,16,16,384
5248,16,16,385
5249,16,16,386
5250,16,16,386
5251,16,16,386
5252,16,16,385
5253,16,16,384
5254,16,16,383
5255,16,16,383
5256,16,16,383
5257,16,16,383
5258,16,16,383
5259,16,16,382
5260,16,16,382
5261,16,16,383
5262,16,16,383
5263,16,16,383
5264,16,16,382
5265,16,16,382
5266,16,16,381
5267,16,16,381
5268,16,16,381
5269,16,16,381
5270,16,16,380
5271,16,16,380
5272,16,16,380
5273,16,16,380
5274,16,16,381
5275,16,16,381
5276,16,16,381
5277,16,16,380
5278,16,16,380
5279,16,16,380
5280,16,16,380
5281,16,16,381
5282,16,16,381
5283,16,16,381
5284,16,16,380
5285,16,16,380
5286,16,16,379
5287,16,16,378
5288,16,16,378
5289,16,16,378
5290,16,16,378
5291,16,16,378
5292,16,16,378
5293,16,16,379
5294,16,16,379
5295,16,16,379
5296,16,16,379
5297,16,16,379
5298,16,16,379
5299,16,16,379
5300,16,16,380
5301,16,16,379
5302,16,16,380
5303,16,16,380
5304,16,16,379
5305,16,16,378
5306,16,16,379
5307,16,16,379
5308,16,16,380
5309,16,16,381
5310,16,16,381
5311,16,16,381
5312,16,16,381
5313,16,16,381
5314,16,16,380
5315,16,16,380
5316,16,16,380
5317,16,16,380
5318,16,16,380
5319,16,16,380
5320,16,16,380
5321,16,16,380
5322,16,16,381
5323,16,16,382
5324,16,16,382
5325,16,16,383
5326,16,16,382
5327,16,16,382
5328,16,16,382
5329,16,16,382
5330,16,16,382
5331,16,16,383
5332,16,16,383
5333,16,16,384
5334,16,16,383
5335,16,16,383
5336,16,16,382
5337,16,16,383
5338,16,16,382
5339,16,16,382
5340,16,16,381
5341,16,16,379
5342,16,16,380
5343,16,16,380
5344,16,16,380
5345,16,16,380
5346,16,16,379
5347,16,16,382
5348,16,16,382
5349,16,16,384
5350,16,16,384
5351,16,16,381
5352,16,16,381
5353,16,16,382
5354,16,16,382
5355,16,16,382
5356,16,16,384
5357,16,16,384
5358,16,16,385
5359,16,16,385
5360,16,16,384
5361,16,16,384
5362,16,16,384
5363,16,16,384
5364,16,16,384
5365,16,16,384
5366,16,16,385
5367,16,16,384
5368,16,16,384
5369,16,16,384
5370,16,16,384
5371,16,16,384
5372,16,16,384
5373,16,16,384
5374,16,16,384
5375,16,16,383
5376,16,16,384
5377,16,16,384
5378,16,16,383
5379,16,16,380
5380,16,16,380
5381,16,16,379
5382,16,16,378
5383,16,16,379
5384,16,16,378
5385,16,16,378
5386,16,16,377
5387,16,16,375
5388,16,16,375
5389,16,16,375
5390,16,16,375
5391,16,16,376
5392,16,16,377
5393,16,16,377
5394,16,16,376
5395,16,16,376
5396,16,16,378
5397,16,16,378
5398,16,16,379
5399,16,16,378
5400,16,16,378
5401,16,16,377
5402,16,16,379
5403,16,16,379
5404,16,16,381
5405,16,16,381
5406,16,16,382
5407,16,16,382
5408,16,16,382
5409,16,16,384
5410,16,16,385
5411,16,16,384
5412,16,16,384
5413,16,16,384
5414,16,16,384
5415,16,16,384
5416,16,16,385
5417,16,16,385
5418,16,16,384
5419,16,16,384
5420,16,16,384
5421,16,16,384
5422,16,16,384
5423,16,16,383
5424,16,16,383
5425,16,16,383
5426,16,16,383
5427,16,16,383
5428,16,16,384
5429,16,16,384
5430,16,16,383
5431,16,16,383
5432,16,16,383
5433,16,16,383
5434,16,16,380
5435,16,16,379
5436,16,16,380
5437,16,16,380
5438,16,16,380
5439,16,16,380
5440,16,16,381
5441,16,16,381
5442,16,16,381
5443,16,16,381
5444,16,16,382
5445,16,16,381
5446,16,16,381
5447,16,16,381
5448,16,16,381
5449,16,16,382
5450,16,16,383
5451,16,16,382
5452,16,16,381
5453,16,16,380
5454,16,16,380
5455,16,16,380
5456,16,16,380
5457,16,16,381
5458,16,16,380
5459,16,16,381
5460,16,16,382
5461,16,16,383
5462,16,16,384
5463,16,16,384
5464,16,16,384
5465,16,16,384
5466,16,16,385
5467,16,16,384
5468,16,16,384
5469,16,16,384
5470,16,16,384
5471,16,16,385
5472,16,16,386
5473,16,16,385
5474,16,16,385
5475,16,16,387
5476,16,16,387
5477,16,16,387
5478,16,16,387
5479,16,16,388
5480,16,16,387
5481,16,16,387
5482,16,16,386
5483,16,16,386
5484,16,16,388
5485,16,16,388
5486,16,16,388
5487,16,16,387
5488,16,16,387
5489,16,16,388
5490,16,16,389
5491,16,16,389
5492,16,16,389
5493,16,16,388
5494,16,16,388
5495,16,16,388
5496,16,16,388
5497,16,16,387
5498,16,16,386
5499,16,16,386
5500,16,16,386
5501,16,16,387
5502,16,16,387
5503,16,16,387
5504,16,16,387
5505,16,16,388
5506,16,16,389
5507,16,16,390
5508,16,16,390
5509,16,16,391
5510,16,16,391
5511,16,16,391
5512,16,16,390
5513,16,16,390
5514,16,16,390
5515,16,16,391
5516,16,16,391
5517,16,16,391
5518,16,16,389
5519,16,16,389
5520,16,16,390
5521,16,16,390
5522,16,16,390
5523,16,16,389
5524,16,16,389
5525,16,16,391
5526,16,16,392
5527,16,16,392
5528,16,16,392
5529,16,16,390
5530,16,16,391
5531,16,16,391
5532,16,16,391
5533,16,16,391
5534,16,16,390
5535,16,16,389
5536,16,16,391
5537,16,16,391
5538,16,16,391
5539,16,16,391
5540,16,16,390
5541,16,16,390
5542,16,16,391
5543,16,16,391
5544,16,16,391
5545,16,16,391
5546,16,16,391
5547,16,16,390
5548,16,16,389
5549,16,16,389
5550,16,16,389
5551,16,16,388
5552,16,16,388
5553,16,16,388
5554,16,16,387
5555,16,16,386
5556,16,16,386
5557,16,16,386
5558,16,16,386
5559,16,16,385
5560,16,16,385
5561,16,16,386
5562,16,16,386
5563,16,16,385
5564,16,16,385
5565,16,16,384
5566,16,16,384
5567,16,16,384
5568,16,16,385
5569,16,16,385
5570,16,16,385
5571,16,16,386
5572,16,16,386
5573,16,16,384
5574,16,16,384
5575,16,16,385
5576,16,16,385
5577,16,16,388
5578,16,16,387
5579,16,16,387
5580,16,16,387
5581,16,16,387
5582,16,16,384
5583,16,16,384
5584,16,16,384
5585,16,16,385
5586,16,16,385
5587,16,16,385
5588,16,16,384
5589,16,16,383
5590,16,16,385
5591,16,16,385
5592,16,16,386
5593,16,16,386
5594,16,16,385
5595,16,16,385
5596,16,16,387
5597,16,16,389
5598,16,16,389
5599,16,16,389
5600,16,16,389
5601,16,16,388
5602,16,16,389
5603,16,16,390
5604,16,16,391
5605,16,16,391
5606,16,16,393
5607,16,16,392
5608,16,16,392
5609,16,16,392
5610,16,16,392
5611,16,16,392
5612,16,16,392
5613,16,16,392
5614,16,16,392
5615,16,16,392
5616,16,16,393
5617,16,16,390
5618,16,16,390
5619,16,16,390
5620,16,16,388
5621,16,16,388
5622,16,16,387
5623,16,16,387
5624,16,16,386
5625,16,16,386
5626,16,16,387
5627,16,16,386
5628,16,16,387
5629,16,16,387
5630,16,16,387
5631,16,16,386
5632,16,16,386
5633,16,16,386
5634,16,16,386
5635,16,16,386
5636,16,16,387
5637,16,16,386
5638,16,16,386
5639,16,16,387
5640,16,16,387
5641,16,16,387
5642,16,16,386
5643,16,16,387
5644,16,16,388
5645,16,16,388
5646,16,16,388
5647,16,16,388
5648,16,16,388
5649,16,16,387
5650,16,16,387
5651,16,16,387
5652,16,16,386
5653,16,16,387
5654,16,16,387
5655,16,16,387
5656,16,16,387
5657,16,16,387
5658,16,16,387
5659,16,16,387
5660,16,16,387
5661,16,16,390
5662,16,16,390
5663,16,16,390
5664,16,16,390
5665,16,16,390
5666,16,16,390
5667,16,16,390
5668,16,16,389
5669,16,16,388
5670,16,16,390
5671,16,16,391
5672,16,16,391
5673,16,16,392
5674,16,16,393
5675,16,16,392
5676,16,16,391
5677,16,16,390
5678,16,16,391
5679,16,16,391
5680,16,16,391
5681,16,16,391
5682,16,16,391
5683,16,16,391
5684,16,16,391
5685,16,16,392
5686,16,16,392
5687,16,16,393
5688,16,16,391
5689,16,16,391
5690,16,16,392
5691,16,16,391
5692,16,16,389
5693,16,16,389
5694,16,16,389
5695,16,16,389
5696,16,16,389
5697,16,16,389
5698,16,16,389
5699,16,16,389
5700,16,16,390
5701,16,16,390
5702,16,16,390
5703,16,16,390
5704,16,16,390
5705,16,16,390
5706,16,16,391
5707,16,16,390
5708,16,16,390
5709,16,16,390
5710,16,16,390
5711,16,16,391
5712,16,16,391
5713,16,16,391
5714,16,16,390
5715,16,16,390
5716,16,16,391
5717,16,16,391
5718,16,16,391
5719,16,16,391
5720,16,16,392
5721,16,16,392
5722,16,16,392
5723,16,16,394
5724,16,16,395
5725,16,16,395
5726,16,16,392
5727,16,16,391
5728,16,16,392
5729,16,16,392
5730,16,16,392
5731,16,16,392
5732,16,16,392
5733,16,16,392
5734,16,16,393
5735,16,16,395
5736,16,16,395
5737,16,16,393
5738,16,16,393
5739,16,16,394
5740,16,16,393
5741,16,16,394
5742,16,16,394
5743,16,16,394
5744,16,16,396
5745,16,16,396
5746,16,16,396
5747,16,16,396
5748,16,16,396
5749,16,16,396
5750,16,16,395
5751,16,16,397
5752,16,16,399
5753,16,16,400
5754,16,16,399
5755,16,16,399
5756,16,16,400
5757,16,16,402
5758,16,16,400
5759,16,16,400
5760,16,16,399
5761,16,16,399
5762,16,16,399
5763,16,16,398
5764,16,16,398
5765,16,16,399
5766,16,16,400
5767,16,16,399
5768,16,16,399
5769,16,16,400
5770,16,16,399
5771,16,16,401
5772,16,16,401
5773,16,16,400
5774,16,16,401
5775,16,16,401
5776,16,16,401
5777,16,16,401
5778,16,16,402
5779,16,16,403
5780,16,16,404
5781,16,16,403
5782,16,16,403
5783,16,16,402
5784,16,16,403
5785,16,16,403
5786,16,16,403
5787,16,16,403
5788,16,16,402
5789,16,16,401
5790,16,16,401
5791,16,16,402
5792,16,16,402
5793,16,16,401
5794,16,16,401
5795,16,16,401
5796,16,16,401
5797,16,16,401
5798,16,16,403
5799,16,16,403
5800,17,16,403
5801,17,17,403
5802,17,17,403
5803,17,17,404
5804,17,17,403
5805,17,17,403
5806,17,17,403
5807,17,17,404
5808,17,17,404
5809,17,17,404
5810,17,17,402
5811,17,17,402
5812,17,17,401
5813,17,17,401
5814,17,17,401
5815,17,17,400
5816,17,17,401
5817,17,17,401
5818,17,17,401
5819,17,17,402
5820,17,17,402
5821,17,17,403
5822,17,17,403
5823,17,17,403
5824,17,17,403
5825,17,17,403
5826,17,17,402
5827,17,17,401
5828,17,17,401
5829,17,17,401
5830,17,17,401
5831,17,17,401
5832,17,17,401
5833,17,17,401
5834,17,17,400
5835,17,17,400
5836,17,17,400
5837,17,17,399
5838,17,17,398
5839,17,17,398
5840,17,17,398
5841,17,17,398
5842,17,17,399
5843,17,17,399
5844,17,17,399
5845,17,17,400
5846,17,17,400
5847,17,17,400
5848,17,17,400
5849,17,17,399
5850,17,17,399
5851,17,17,399
5852,17,17,399
5853,17,17,401
5854,17,17,401
5855,17,17,403
5856,17,17,403
5857,17,17,402
5858,17,17,401
5859,17,17,402
5860,17,17,402
5861,17,17,402
5862,17,17,401
5863,17,17,401
5864,17,17,399
5865,17,17,399
5866,17,17,399
5867,17,17,399
5868,17,17,401
5869,17,17,400
5870,17,17,400
5871,17,17,402
5872,17,17,402
5873,17,17,402
5874,17,17,402
5875,17,17,402
5876,17,17,400
5877,17,17,400
5878,17,17,400
5879,17,17,400
5880,17,17,400
5881,17,17,400
5882,17,17,401
5883,17,17,401
5884,17,17,401
5885,17,17,400
5886,17,17,401
5887,17,17,400
5888,17,17,401
5889,17,17,402
5890,17,17,403
5891,17,17,403
5892,17,17,403
5893,17,17,403
5894,17,17,403
5895,17,17,404
5896,17,17,403
5897,17,17,401
5898,17,17,400
5899,17,17,401
5900,17,17,402
5901,17,17,402
5902,17,17,401
5903,17,17,402
5904,17,17,400
5905,17,17,400
5906,17,17,401
5907,17,17,401
5908,17,17,400
5909,17,17,400
5910,17,17,399
5911,17,17,399
5912,17,17,401
5913,17,17,401
5914,17,17,402
5915,17,17,402
5916,17,17,403
5917,17,17,403
5918,17,17,403
5919,17,17,403
5920,17,17,403
5921,17,17,404
5922,17,17,404
5923,17,17,403
5924,17,17,404
5925,17,17,404
5926,17,17,404
5927,17,17,403
5928,17,17,403
5929,17,17,400
5930,17,17,400
5931,17,17,400
5932,17,17,400
5933,17,17,400
5934,17,17,400
5935,17,17,400
5936,17,17,400
5937,17,17,399
5938,17,17,398
5939,17,17,398
5940,17,17,397
5941,17,17,397
5942,17,17,397
5943,17,17,397
5944,17,17,396
5945,17,17,396
5946,17,17,396
5947,17,17,395
5948,17,17,396
5949,17,17,396
5950,17,17,396
5951,17,17,396
5952,17,17,396
5953,17,17,395
5954,17,17,396
5955,17,17,397
5956,17,17,395
5957,17,17,395
5958,17,17,395
5959,17,17,395
5960,17,17,394
5961,17,17,400
5962,17,17,401
5963,17,17,401
5964,17,17,399
5965,17,17,399
5966,17,17,399
5967,17,17,401
5968,17,17,401
5969,17,17,401
5970,17,17,401
5971,17,17,401
5972,17,17,401
5973,17,17,400
5974,17,17,400
5975,17,17,400
5976,17,17,399
5977,17,17,399
5978,17,17,399
5979,17,17,399
5980,17,17,399
5981,17,17,399
5982,17,17,399
5983,17,17,399
5984,17,17,399
5985,17,17,399
5986,17,17,399
5987,17,17,398
5988,17,17,399
5989,17,17,398
5990,17,17,397
5991,17,17,397
5992,17,17,397
5993,17,17,397
5994,17,17,397
5995,17,17,397
5996,17,17,398
5997,17,17,397
5998,17,17,396
5999,17,17,396
6000,17,17,396
6001,17,17,395
6002,17,17,395
6003,17,17,394
6004,17,17,392
6005,17,17,392
6006,17,17,392
6007,17,17,394
6008,17,17,395
6009,17,17,394
6010,17,17,394
6011,17,17,394
6012,17,17,396
6013,17,17,396
6014,17,17,396
6015,17,17,394
6016,17,17,394
6017,17,17,394
6018,17,17,394
6019,17,17,394
6020,17,17,392
6021,17,17,393
6022,17,17,393
6023,17,17,392
6024,17,17,393
6025,17,17,394
6026,17,17,394
6027,17,17,393
6028,17,17,393
6029,17,17,390
6030,17,17,389
6031,17,17,390
6032,17,17,389
6033,17,17,387
6034,17,17,387
6035,17,17,388
6036,17,17,388
6037,17,17,388
6038,17,17,388
6039,17,17,388
6040,17,17,388
6041,17,17,389
6042,17,17,389
6043,17,17,389
6044,17,17,389
6045,17,17,390
6046,17,17,390
6047,17,17,389
6048,17,17,389
6049,17,17,389
6050,17,17,389
6051,17,17,389
6052,17,17,388
6053,17,17,388
6054,17,17,388
6055,17,17,388
6056,17,17,388
6057,17,17,388
6058,17,17,387
6059,17,17,387
6060,17,17,387
6061,17,17,387
6062,17,17,387
6063,17,17,388
6064,17,17,386
6065,17,17,386
6066,17,17,385
6067,17,17,385
6068,17,17,385
6069,17,17,385
6070,17,17,384
6071,17,17,384
6072,17,17,384
6073,17,17,384
6074,17,17,386
6075,17,17,386
6076,17,17,386
6077,17,17,386
6078,17,17,386
6079,17,17,386
6080,17,17,386
6081,17,17,388
6082,17,17,387
6083,17,17,386
6084,17,17,386
6085,17,17,385
6086,17,17,385
6087,17,17,386
6088,17,17,386
6089,17,17,386
6090,17,17,386
6091,17,17,386
6092,17,17,387
6093,17,17,387
6094,17,17,387
6095,17,17,387
6096,17,17,387
6097,17,17,388
6098,17,17,388
6099,17,17,388
6100,17,17,389
6101,17,17,389
6102,17,17,389
6103,17,17,390
6104,17,17,390
6105,17,17,390
6106,17,17,390
6107,17,17,389
6108,17,17,388
6109,17,17,387
6110,17,17,386
6111,17,17,387
6112,17,17,387
6113,17,17,387
6114,17,17,387
6115,17,17,387
6116,17,17,388
6117,17,17,388
6118,17,17,387
6119,17,17,384
6120,17,17,383
6121,17,17,383
6122,17,17,383
6123,17,17,384
6124,17,17,383
6125,17,17,383
6126,17,17,383
6127,17,17,382
6128,17,17,383
6129,17,17,383
6130,17,17,383
6131,17,17,383
6132,17,17,383
6133,17,17,383
6134,17,17,383
6135,17,17,383
6136,17,17,384
6137,17,17,384
6138,17,17,384
6139,17,17,383
6140,17,17,384
6141,17,17,383
6142,17,17,384
6143,17,17,384
6144,17,17,383
6145,17,17,382
6146,17,17,382
6147,17,17,382
6148,17,17,382
6149,17,17,382
6150,17,17,385
6151,17,17,385
6152,17,17,385
6153,17,17,383
6154,17,17,382
6155,17,17,382
6156,17,17,382
6157,17,17,383
6158,17,17,383
6159,17,17,384
6160,17,17,384
6161,17,17,386
6162,17,17,386
6163,17,17,385
6164,17,17,385
6165,17,17,384
6166,17,17,384
6167,17,17,384
6168,17,17,384
6169,17,17,384
6170,17,17,384
6171,17,17,383
6172,17,17,383
6173,17,17,383
6174,17,17,383
6175,17,17,384
6176,17,17,383
6177,17,17,383
6178,17,17,384
6179,17,17,385
6180,17,17,385
6181,17,17,385
6182,17,17,383
6183,17,17,385
6184,17,17,386
6185,17,17,386
6186,17,17,385
6187,17,17,385
6188,17,17,385
6189,17,17,385
6190,17,17,385
6191,17,17,384
6192,17,17,384
6193,17,17,383
6194,17,17,383
6195,17,17,382
6196,17,17,383
6197,17,17,382
6198,17,17,382
6199,17,17,381
6200,17,17,381
6201,17,17,381
6202,17,17,381
6203,17,17,380
6204,17,17,380
6205,17,17,380
6206,17,17,380
6207,17,17,380
6208,17,17,380
6209,17,17,380
6210,17,17,380
6211,17,17,381
6212,17,17,382
6213,17,17,382
6214,17,17,382
6215,17,17,381
6216,17,17,381
6217,17,17,381
6218,17,17,381
6219,17,17,381
6220,17,17,380
6221,17,17,380
6222,17,17,380
6223,17,17,382
6224,17,17,382
6225,17,17,382
6226,17,17,382
6227,17,17,385
6228,17,17,386
6229,17,17,386
6230,17,17,388
6231,17,17,387
6232,17,17,388
6233,17,17,388
6234,17,17,388
6235,17,17,388
6236,17,17,388
6237,17,17,388
6238,17,17,389
6239,17,17,389
6240,17,17,388
6241,17,17,388
6242,17,17,387
6243,17,17,387
6244,17,17,387
6245,17,17,387
6246,17,17,387
6247,17,17,386
6248,17,17,386
6249,17,17,384
6250,17,17,385
6251,17,17,386
6252,17,17,385
6253,17,17,386
6254,17,17,384
6255,17,17,385
6256,17,17,385
6257,17,17,386
6258,17,17,386
6259,17,17,386
6260,17,17,386
6261,17,17,384
6262,17,17,384
6263,17,17,384
6264,17,17,384
6265,17,17,384
6266,17,17,384
6267,17,17,384
6268,17,17,384
6269,17,17,384
6270,17,17,383
6271,17,17,381
6272,17,17,382
6273,17,17,381
6274,17,17,381
6275,17,17,381
6276,17,17,381
6277,17,17,380
6278,17,17,380
6279,17,17,380
6280,17,17,380
6281,17,17,380
6282,17,17,380
6283,17,17,381
6284,17,17,381
6285,17,17,381
6286,17,17,381
6287,17,17,380
6288,17,17,380
6289,17,17,379
6290,17,17,380
6291,17,17,380
6292,17,17,380
6293,17,17,381
6294,17,17,381
6295,17,17,379
6296,17,17,379
6297,17,17,376
6298,17,17,373
6299,17,17,372
6300,17,17,372
6301,17,17,372
6302,17,17,372
6303,17,17,373
6304,17,17,373
6305,17,17,373
6306,17,17,372
6307,17,17,372
6308,17,17,370
6309,17,17,370
6310,17,17,369
6311,17,17,368
6312,17,17,367
6313,17,17,367
6314,17,17,367
6315,17,17,368
